metric,mean,median,min,max,latest
AlphaCore_net_rolling_CAGR,0.08186387720719102,0.07738079204984816,0.021121772301063713,0.17713006246684126,0.128616241593847
AlphaCore_net_rolling_volatility,0.08358017400245184,0.08171022371508015,0.05937423470814755,0.11297428296016328,0.08286134246569452
AlphaCore_net_rolling_Sharpe,0.8474540359426368,0.7587983129965877,-0.10912701280851753,1.9652242221257272,0.9432635887061726
AlphaCore_net_rolling_max_drawdown,-0.09213950093606854,-0.08592666899351376,-0.14910850284339094,-0.03307362411545245,-0.06625320915916177
AlphaCore_net_rolling_beta_vs_SPY,0.35758478290530066,0.344176029101088,0.112456304390306,0.6841477582381014,0.42710160263879415
SPY_rolling_CAGR,0.11090391639071849,0.12163268850474807,-0.15078067295253816,0.2596883751231367,0.2251183330149391
SPY_rolling_volatility,0.1517818163781471,0.15676485671203158,0.08464183583723638,0.2209593638425538,0.13120387096232922
SPY_rolling_Sharpe,0.7872668723970546,0.9140513813252358,-1.1112846571235313,2.1577300436979714,1.2673447636535682
SPY_rolling_max_drawdown,-0.1983784038806379,-0.16221298207440027,-0.5078482192613467,-0.03524835992757214,-0.0832585066700754
