strategy,signal_lag_months,transaction_cost_bps,sample_start,sample_end,months,risk_adjusted_months,cumulative_return,CAGR,annualized_volatility,Sharpe,Sortino,max_drawdown,Calmar,hit_rate,avg_monthly_turnover,CAGR_vs_lag_1m,CAGR_vs_balanced_60_40,correlation_vs_lag_1m
AlphaCore_net_lag_1m,1,10,2006-03-31,2026-05-31,243,243,4.157374311982959,0.08438040671345792,0.08228189752142617,0.822162885375761,1.3505143911854798,-0.14910850284339083,0.5658993625741313,0.6378600823045267,0.22016460905349794,0.0,0.0033350967518921415,1.0
AlphaCore_net_lag_2m,2,10,2006-03-31,2026-05-31,243,243,3.6965681196172504,0.07937996320836005,0.09312518298259832,0.6880988223117745,1.1061216306374024,-0.14441983863749497,0.5496472226894668,0.6378600823045267,0.21687242798353912,-0.0050004435050978735,-0.001665346753205732,0.7506702423533707
